Hmia_Digestive;Xboc_EPIDERMIS,Hmia_Digestive;Xboc_EPIDERMIS_pval1,Hmia_Digestive;Xboc_EPIDERMIS_pval2,Hmia_Digestive;Xboc_GUT,Hmia_Digestive;Xboc_GUT_pval1,Hmia_Digestive;Xboc_GUT_pval2,Hmia_Endoderm-like I;Xboc_GUT,Hmia_Endoderm-like I;Xboc_GUT_pval1,Hmia_Endoderm-like I;Xboc_GUT_pval2,Hmia_Endoderm-like II;Xboc_EPIDERMIS,Hmia_Endoderm-like II;Xboc_EPIDERMIS_pval1,Hmia_Endoderm-like II;Xboc_EPIDERMIS_pval2,Hmia_Endodermal Progenitor;Xboc_GUT,Hmia_Endodermal Progenitor;Xboc_GUT_pval1,Hmia_Endodermal Progenitor;Xboc_GUT_pval2,Hmia_Endodermal Progenitor;Xboc_unk9,Hmia_Endodermal Progenitor;Xboc_unk9_pval1,Hmia_Endodermal Progenitor;Xboc_unk9_pval2,Hmia_Endoerm-like III;Xboc_EPIDERMIS,Hmia_Endoerm-like III;Xboc_EPIDERMIS_pval1,Hmia_Endoerm-like III;Xboc_EPIDERMIS_pval2,Hmia_Epidermal;Xboc_CILIATED_CELLS,Hmia_Epidermal;Xboc_CILIATED_CELLS_pval1,Hmia_Epidermal;Xboc_CILIATED_CELLS_pval2,Hmia_Epidermal Progenitor;Xboc_unk9,Hmia_Epidermal Progenitor;Xboc_unk9_pval1,Hmia_Epidermal Progenitor;Xboc_unk9_pval2,Hmia_Muscle;Xboc_MUSCLE,Hmia_Muscle;Xboc_MUSCLE_pval1,Hmia_Muscle;Xboc_MUSCLE_pval2,Hmia_Neoblast;Xboc_unk9,Hmia_Neoblast;Xboc_unk9_pval1,Hmia_Neoblast;Xboc_unk9_pval2,Hmia_Neural;Xboc_NEURON,Hmia_Neural;Xboc_NEURON_pval1,Hmia_Neural;Xboc_NEURON_pval2,Hmia_Neural;Xboc_PHARYNGEAL,Hmia_Neural;Xboc_PHARYNGEAL_pval1,Hmia_Neural;Xboc_PHARYNGEAL_pval2,Hmia_Secretory;Xboc_SECRETORY_EPITHELIIUM_1,Hmia_Secretory;Xboc_SECRETORY_EPITHELIIUM_1_pval1,Hmia_Secretory;Xboc_SECRETORY_EPITHELIIUM_1_pval2,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_2,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_2_pval1,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_2_pval2,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_3,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_3_pval1,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_3_pval2,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_4,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_4_pval1,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_4_pval2
Hmia_98115726-cats-2;Xboc_model_765,5.3032996718381164e-108,0.004227568209025072,Hmia_98017366-rab5c;Xboc_model_13512,7.397327542033779e-37,1.2065785327359145e-33,,,,,,,,,,,,,,,,,,,,,,Hmia_98016489-musk;Xboc_model_1171,5.461653701824646e-08,7.862991685456068e-05,,,,,,,,,,,,,,,,,,,,,
Hmia_98024677-cp2e1;Xboc_model_10373,2.4337489988750455e-08,9.358886614609652e-07,Hmia_98034973-rab9a;Xboc_model_1569,1.0592937402991434e-15,2.282364857068167e-18,,,,,,,,,,,,,,,,,,,,,,Hmia_98005158-foxg1;Xboc_model_12149,1.2447138133485887e-07,0.001059435980346698,,,,,,,,,,,,,,,,,,,,,
Hmia_98162116-rnt2-3;Xboc_model_12318,1.2351078728496515e-14,0.006573294549591603,Hmia_98011962-sgk3;Xboc_model_11408,1.9077950671936813e-263,0.003719125105582403,,,,,,,,,,,,,,,,,,,,,,Hmia_98058181-mrcka;Xboc_model_3472,0.009969515452825798,6.698887428809847e-24,,,,,,,,,,,,,,,,,,,,,
Hmia_98148213-dhrs1-4;Xboc_model_14128,1.4642213614325786e-07,0.0015870180599781465,Hmia_98149533-rhoc-5;Xboc_model_2535,1.0670175772004439e-14,1.7205634007029072e-19,,,,,,,,,,,,,,,,,,,,,,Hmia_98010368-bmp2;Xboc_model_13822,4.825805756010663e-08,0.0001590215695856031,,,,,,,,,,,,,,,,,,,,,
Hmia_98039723-ikzf1;Xboc_model_10366,0.007743782275866386,5.986074525064023e-21,Hmia_98039854-ub2l3;Xboc_model_10534,6.373464770198187e-49,5.364525790297057e-28,,,,,,,,,,,,,,,,,,,,,,Hmia_98031930-stk3;Xboc_model_1171,8.312285519905883e-07,7.862991685456068e-05,,,,,,,,,,,,,,,,,,,,,
Hmia_98053390-ppt2-3;Xboc_model_9487,4.958328746078358e-06,0.0015176420248306517,Hmia_98149533-rhoc-5;Xboc_model_1569,1.0670175772004439e-14,2.282364857068167e-18,,,,,,,,,,,,,,,,,,,,,,Hmia_98008598-mp2k6;Xboc_model_3472,0.003089509657495701,6.698887428809847e-24,,,,,,,,,,,,,,,,,,,,,
Hmia_98049280-arl8a;Xboc_model_6086,3.439801263710128e-40,0.00864623769360327,Hmia_98039646-rab38-2;Xboc_model_467,3.83193861326896e-121,7.630300053979059e-06,,,,,,,,,,,,,,,,,,,,,,Hmia_98037352-ybox1;Xboc_model_10412,1.7118689038021531e-25,1.14700296243122e-18,,,,,,,,,,,,,,,,,,,,,
Hmia_98026541-cp2e1-2;Xboc_model_10373,0.00011880449865255157,9.358886614609652e-07,Hmia_98026866-mfsd8-3;Xboc_model_7011,4.4017539057771086e-14,1.0202547233357125e-12,,,,,,,,,,,,,,,,,,,,,,Hmia_98043224-pim1;Xboc_model_3472,0.00817577703185407,6.698887428809847e-24,,,,,,,,,,,,,,,,,,,,,
Hmia_98017366-rab5c;Xboc_model_8346,7.397327542033779e-37,0.0005603106068072917,Hmia_98039646-rab38-2;Xboc_model_8173,3.83193861326896e-121,2.4710118100555654e-05,,,,,,,,,,,,,,,,,,,,,,Hmia_98002388-ks6a2;Xboc_model_1171,2.030379743314361e-05,7.862991685456068e-05,,,,,,,,,,,,,,,,,,,,,
Hmia_98026104-rhoc;Xboc_model_13642,0.0012473799364078164,0.007260861795169282,Hmia_98010726-rab1a-2;Xboc_model_13642,1.3818502996310396e-18,9.589828273052254e-10,,,,,,,,,,,,,,,,,,,,,,Hmia_98027185-nuak1;Xboc_model_3472,0.008636374260292757,6.698887428809847e-24,,,,,,,,,,,,,,,,,,,,,
Hmia_98007351-arp2;Xboc_model_7642,1.390192038536445e-05,1.7192094869354313e-55,Hmia_98050048-plst;Xboc_model_83,8.942022476045753e-07,3.126330545579267e-243,,,,,,,,,,,,,,,,,,,,,,Hmia_98026404-kpsh1;Xboc_model_3472,0.00823731001977233,6.698887428809847e-24,,,,,,,,,,,,,,,,,,,,,
Hmia_98039484-dcst2;Xboc_model_2680,0.003973629491263517,1.3183894895050033e-05,Hmia_98031165-pnph;Xboc_model_8122,6.913689713327538e-27,4.5213793380897017e-38,,,,,,,,,,,,,,,,,,,,,,Hmia_98045021-mare1-2;Xboc_model_11406,2.7918644180415563e-14,7.983493179397194e-07,,,,,,,,,,,,,,,,,,,,,
Hmia_98027561-arf1-6;Xboc_model_6086,1.4363914061454825e-07,0.00864623769360327,Hmia_98048044-cdc42-5;Xboc_model_13512,2.3577743795032996e-27,1.2065785327359145e-33,,,,,,,,,,,,,,,,,,,,,,Hmia_98051235-ank1-4;Xboc_model_4573,3.0982572668608273e-07,0.0030769008792335315,,,,,,,,,,,,,,,,,,,,,
Hmia_98031468-rab7l;Xboc_model_8346,0.00170590100608773,0.0005603106068072917,Hmia_98051820-kcc2d-2;Xboc_model_11408,1.0425788813802876e-159,0.003719125105582403,,,,,,,,,,,,,,,,,,,,,,Hmia_98040487-anr63;Xboc_model_4573,7.358861457233783e-07,0.0030769008792335315,,,,,,,,,,,,,,,,,,,,,
Hmia_98001717-arf1;Xboc_model_6086,4.3709425407552735e-05,0.00864623769360327,Hmia_98008143-rb22a-2;Xboc_model_13642,3.734945727092012e-17,9.589828273052254e-10,,,,,,,,,,,,,,,,,,,,,,Hmia_98057954-kalrn;Xboc_model_1171,4.752388223771361e-05,7.862991685456068e-05,,,,,,,,,,,,,,,,,,,,,
Hmia_98034432-rac3-2;Xboc_model_13642,0.003909442333145659,0.007260861795169282,Hmia_98003298-rb11a;Xboc_model_13512,3.080739659831879e-08,1.2065785327359145e-33,,,,,,,,,,,,,,,,,,,,,,Hmia_98018215-igs10;Xboc_model_8560,1.3978668079845792e-06,6.153827615978531e-07,,,,,,,,,,,,,,,,,,,,,
Hmia_98040884-sept8;Xboc_model_2607,3.433483755473259e-06,0.0019445082460639732,Hmia_98039646-rab38-2;Xboc_model_12458,3.83193861326896e-121,2.5934002757905127e-05,,,,,,,,,,,,,,,,,,,,,,Hmia_98008221-taok1;Xboc_model_1171,6.192360393366544e-05,7.862991685456068e-05,,,,,,,,,,,,,,,,,,,,,
Hmia_98034432-rac3-2;Xboc_model_8346,0.003909442333145659,0.0005603106068072917,Hmia_98018124-gstm3;Xboc_model_4664,9.272122943383334e-94,0.00014209721254334639,,,,,,,,,,,,,,,,,,,,,,Hmia_98115860-mp2k6-3;Xboc_model_1171,0.00012873471416017246,7.862991685456068e-05,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98128233-gels-2;Xboc_model_2562,7.068558852901084e-130,5.542397827641006e-07,,,,,,,,,,,,,,,,,,,,,,Hmia_98051235-ank1-4;Xboc_model_3135,3.0982572668608273e-07,0.0005545512689794078,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98039263-mp2k7;Xboc_model_4774,3.402610999513663e-24,3.8405060119420285e-53,,,,,,,,,,,,,,,,,,,,,,Hmia_98009714-foxl2;Xboc_model_12149,0.0011880060364355966,0.001059435980346698,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98034973-rab9a;Xboc_model_13642,1.0592937402991434e-15,9.589828273052254e-10,,,,,,,,,,,,,,,,,,,,,,Hmia_98031896-epha4;Xboc_model_1171,0.0005236811761281335,7.862991685456068e-05,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98037722-caco2;Xboc_model_10779,1.524330173325681e-81,5.1573854836066376e-05,,,,,,,,,,,,,,,,,,,,,,Hmia_98032338-gdf8-2;Xboc_model_13822,0.0002535789339174621,0.0001590215695856031,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98149481-catl1-8;Xboc_model_1141,6.029543106676286e-06,5.281162222327915e-38,,,,,,,,,,,,,,,,,,,,,,Hmia_98023651-fak1;Xboc_model_1171,0.00332733598597248,7.862991685456068e-05,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98019307-rab1a-3;Xboc_model_8599,1.7917934749966208e-83,0.002273447294832374,,,,,,,,,,,,,,,,,,,,,,Hmia_98008634-foxf1;Xboc_model_12149,0.0006542559790387818,0.001059435980346698,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98051112-gstm1;Xboc_model_4664,2.9872805005234183e-77,0.00014209721254334639,,,,,,,,,,,,,,,,,,,,,,Hmia_98026901-mapk2;Xboc_model_1171,0.0011078457295425573,7.862991685456068e-05,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98149533-rhoc-5;Xboc_model_13642,1.0670175772004439e-14,9.589828273052254e-10,,,,,,,,,,,,,,,,,,,,,,Hmia_98058181-mrcka;Xboc_model_1171,0.009969515452825798,7.862991685456068e-05,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98015761-vato;Xboc_model_1187,1.299327207769099e-205,1.72795957155589e-05,,,,,,,,,,,,,,,,,,,,,,Hmia_98006783-ferm1;Xboc_model_5720,7.68512624941184e-13,0.003075971599213579,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98027308-phb1;Xboc_model_2206,1.1519805542555966e-07,1.636541408910761e-69,,,,,,,,,,,,,,,,,,,,,,Hmia_98014517-ndkb;Xboc_model_10493,3.89311757995519e-06,7.551719683373042e-06,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98007547-rab15;Xboc_model_467,1.1606882582678007e-34,7.630300053979059e-06,,,,,,,,,,,,,,,,,,,,,,Hmia_98059130-anks3;Xboc_model_4573,9.061982194900859e-05,0.0030769008792335315,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98059340-gapr1-10;Xboc_model_2804,8.290109486799534e-30,8.78558101426368e-44,,,,,,,,,,,,,,,,,,,,,,Hmia_98030606-aspp1;Xboc_model_3135,0.0004488331377683852,0.0005545512689794078,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98007547-rab15;Xboc_model_8173,1.1606882582678007e-34,2.4710118100555654e-05,,,,,,,,,,,,,,,,,,,,,,Hmia_98008598-mp2k6;Xboc_model_1171,0.003089509657495701,7.862991685456068e-05,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98009883-rab7a-2;Xboc_model_467,4.1309118990555884e-33,7.630300053979059e-06,,,,,,,,,,,,,,,,,,,,,,Hmia_98043224-pim1;Xboc_model_1171,0.00817577703185407,7.862991685456068e-05,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98142971-sap3-11;Xboc_model_5001,1.7078073793296023e-06,3.8628170591428075e-22,,,,,,,,,,,,,,,,,,,,,,Hmia_98027185-nuak1;Xboc_model_1171,0.008636374260292757,7.862991685456068e-05,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98009883-rab7a-2;Xboc_model_8173,4.1309118990555884e-33,2.4710118100555654e-05,,,,,,,,,,,,,,,,,,,,,,Hmia_98026404-kpsh1;Xboc_model_1171,0.00823731001977233,7.862991685456068e-05,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98029497-s38a7-2;Xboc_model_11800,7.851021391409172e-32,4.349283361759669e-06,,,,,,,,,,,,,,,,,,,,,,Hmia_98040162-ephb1-4;Xboc_model_1171,0.0056621601543643775,7.862991685456068e-05,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98001717-arf1;Xboc_model_7694,4.3709425407552735e-05,1.9946072160507784e-213,,,,,,,,,,,,,,,,,,,,,,Hmia_98059130-anks3;Xboc_model_3135,9.061982194900859e-05,0.0005545512689794078,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98046645-rb11b;Xboc_model_467,7.006985829843248e-24,7.630300053979059e-06,,,,,,,,,,,,,,,,,,,,,,Hmia_98045346-bmp7-2;Xboc_model_13822,0.004254521914148775,0.0001590215695856031,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98003120-rb22a;Xboc_model_13512,1.2470113335085871e-05,1.2065785327359145e-33,,,,,,,,,,,,,,,,,,,,,,Hmia_98040884-sept8;Xboc_model_2607,0.0007653800881867887,0.00976810057245093,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98035791-arf6-2;Xboc_model_8173,7.62854584360531e-24,2.4710118100555654e-05,,,,,,,,,,,,,,,,,,,,,,Hmia_98025968-odpx;Xboc_model_7744,0.0013273960884549606,0.00757568362265851,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98007547-rab15;Xboc_model_12458,1.1606882582678007e-34,2.5934002757905127e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98033721-rab7l-2;Xboc_model_467,3.534881733871555e-26,7.630300053979059e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98046645-rb11b;Xboc_model_8173,7.006985829843248e-24,2.4710118100555654e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98017366-rab5c;Xboc_model_1569,7.397327542033779e-37,2.282364857068167e-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98033721-rab7l-2;Xboc_model_8173,3.534881733871555e-26,2.4710118100555654e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98009883-rab7a-2;Xboc_model_12458,4.1309118990555884e-33,2.5934002757905127e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98027713-ucp2;Xboc_model_7926,7.350112926514454e-08,1.3722861096712695e-68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98027775-rdh11-3;Xboc_model_2527,3.7279187291515816e-59,0.004987711656325949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98046645-rb11b;Xboc_model_12458,7.006985829843248e-24,2.5934002757905127e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98033721-rab7l-2;Xboc_model_12458,3.534881733871555e-26,2.5934002757905127e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98013391-rb11a-2;Xboc_model_13512,1.224920949636723e-07,1.2065785327359145e-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98027561-arf1-6;Xboc_model_7694,1.4363914061454825e-07,1.9946072160507784e-213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98041782-pdpk1;Xboc_model_4774,2.8044374878167717e-13,3.8405060119420285e-53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98031811-gdia;Xboc_model_148,1.5534340761249506e-107,8.015335892142697e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98034432-rac3-2;Xboc_model_1355,0.003909442333145659,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98048044-cdc42-5;Xboc_model_2535,2.3577743795032996e-27,1.7205634007029072e-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98010726-rab1a-2;Xboc_model_467,1.3818502996310396e-18,7.630300053979059e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98035791-arf6-2;Xboc_model_9052,7.62854584360531e-24,4.7808947368786704e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98047132-rab14-3;Xboc_model_13512,1.99146442591998e-12,1.2065785327359145e-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98010726-rab1a-2;Xboc_model_8173,1.3818502996310396e-18,2.4710118100555654e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98023092-stx12-2;Xboc_model_9364,1.801633781295909e-103,0.00693941931707539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98003298-rb11a;Xboc_model_2535,3.080739659831879e-08,1.7205634007029072e-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98155960-s38a7-7;Xboc_model_11800,3.620305528196482e-19,4.349283361759669e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98016546-pkn3;Xboc_model_4774,2.014649849453954e-07,3.8405060119420285e-53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98014209-rab8b;Xboc_model_13512,1.0482484246070624e-11,1.2065785327359145e-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98003298-rb11a;Xboc_model_1569,3.080739659831879e-08,2.282364857068167e-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98008143-rb22a-2;Xboc_model_467,3.734945727092012e-17,7.630300053979059e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98040521-kapcb;Xboc_model_4774,1.6753061866325846e-11,3.8405060119420285e-53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98017366-rab5c;Xboc_model_13642,7.397327542033779e-37,9.589828273052254e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98027308-phb1;Xboc_model_2532,1.1519805542555966e-07,3.739595862725235e-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98023934-cbr1-4;Xboc_model_2527,5.556408856663431e-109,0.004987711656325949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98008143-rb22a-2;Xboc_model_8173,3.734945727092012e-17,2.4710118100555654e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98007351-arp2;Xboc_model_7642,1.390192038536445e-05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98010726-rab1a-2;Xboc_model_12458,1.3818502996310396e-18,2.5934002757905127e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98034973-rab9a;Xboc_model_467,1.0592937402991434e-15,7.630300053979059e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98046374-slk;Xboc_model_4774,2.453078440677766e-11,3.8405060119420285e-53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98034973-rab9a;Xboc_model_8173,1.0592937402991434e-15,2.4710118100555654e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98008143-rb22a-2;Xboc_model_12458,3.734945727092012e-17,2.5934002757905127e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98149533-rhoc-5;Xboc_model_467,1.0670175772004439e-14,7.630300053979059e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98007132-arc1a;Xboc_model_13148,0.00022236238457421377,1.5815398107159149e-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98149533-rhoc-5;Xboc_model_8173,1.0670175772004439e-14,2.4710118100555654e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98034145-s38a7-4;Xboc_model_11800,1.3652764407776784e-16,4.349283361759669e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98034973-rab9a;Xboc_model_12458,1.0592937402991434e-15,2.5934002757905127e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98052265-abca3-3;Xboc_model_10767,2.281581829897112e-27,0.006706891768154081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98115726-cats-2;Xboc_model_1141,5.3032996718381164e-108,5.281162222327915e-38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98048044-cdc42-5;Xboc_model_13642,2.3577743795032996e-27,9.589828273052254e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98006118-hgs;Xboc_model_1249,2.5013059682057655e-51,0.00012671232348572753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98009883-rab7a-2;Xboc_model_8599,4.1309118990555884e-33,0.002273447294832374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98003120-rb22a;Xboc_model_2535,1.2470113335085871e-05,1.7205634007029072e-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98003298-rb11a;Xboc_model_13642,3.080739659831879e-08,9.589828273052254e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98144011-s17a5-19;Xboc_model_3167,3.4649490410430627e-06,2.407489532866446e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98149533-rhoc-5;Xboc_model_12458,1.0670175772004439e-14,2.5934002757905127e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98035775-rab1a-4;Xboc_model_13512,4.590033173572875e-07,1.2065785327359145e-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98035791-arf6-2;Xboc_model_8599,7.62854584360531e-24,0.002273447294832374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98003120-rb22a;Xboc_model_1569,1.2470113335085871e-05,2.282364857068167e-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98043104-vatl-2;Xboc_model_1187,2.076586714625695e-90,1.72795957155589e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98033721-rab7l-2;Xboc_model_8599,3.534881733871555e-26,0.002273447294832374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98049071-mlp3c;Xboc_model_12214,1.1264841257374152e-16,7.556278739224553e-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98049280-arl8a;Xboc_model_467,3.439801263710128e-40,7.630300053979059e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98013391-rb11a-2;Xboc_model_2535,1.224920949636723e-07,1.7205634007029072e-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98024975-akt2;Xboc_model_11408,9.027381387546892e-61,0.003719125105582403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98031468-rab7l;Xboc_model_13512,0.00170590100608773,1.2065785327359145e-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98027671-gdir1-2;Xboc_model_6810,1.4424104283035547e-07,1.1647704206162057e-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98049280-arl8a;Xboc_model_8173,3.439801263710128e-40,2.4710118100555654e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98027698-s17a5-6;Xboc_model_3167,1.0376042721698492e-05,2.407489532866446e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98013391-rb11a-2;Xboc_model_1569,1.224920949636723e-07,2.282364857068167e-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hmia_98051047-rdh13-4;Xboc_model_2527,9.231453020636461e-27,0.004987711656325949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
