Hmia_Digestive;Xboc_EPIDERMIS,Hmia_Digestive;Xboc_EPIDERMIS_pval1,Hmia_Digestive;Xboc_EPIDERMIS_pval2,Hmia_Digestive;Xboc_GUT,Hmia_Digestive;Xboc_GUT_pval1,Hmia_Digestive;Xboc_GUT_pval2,Hmia_Endoderm-like I;Xboc_GUT,Hmia_Endoderm-like I;Xboc_GUT_pval1,Hmia_Endoderm-like I;Xboc_GUT_pval2,Hmia_Endoderm-like II;Xboc_EPIDERMIS,Hmia_Endoderm-like II;Xboc_EPIDERMIS_pval1,Hmia_Endoderm-like II;Xboc_EPIDERMIS_pval2,Hmia_Endodermal Progenitor;Xboc_GUT,Hmia_Endodermal Progenitor;Xboc_GUT_pval1,Hmia_Endodermal Progenitor;Xboc_GUT_pval2,Hmia_Endodermal Progenitor;Xboc_unk9,Hmia_Endodermal Progenitor;Xboc_unk9_pval1,Hmia_Endodermal Progenitor;Xboc_unk9_pval2,Hmia_Endoerm-like III;Xboc_EPIDERMIS,Hmia_Endoerm-like III;Xboc_EPIDERMIS_pval1,Hmia_Endoerm-like III;Xboc_EPIDERMIS_pval2,Hmia_Epidermal;Xboc_CILIATED_CELLS,Hmia_Epidermal;Xboc_CILIATED_CELLS_pval1,Hmia_Epidermal;Xboc_CILIATED_CELLS_pval2,Hmia_Epidermal Progenitor;Xboc_unk9,Hmia_Epidermal Progenitor;Xboc_unk9_pval1,Hmia_Epidermal Progenitor;Xboc_unk9_pval2,Hmia_Muscle;Xboc_MUSCLE,Hmia_Muscle;Xboc_MUSCLE_pval1,Hmia_Muscle;Xboc_MUSCLE_pval2,Hmia_Neoblast;Xboc_unk9,Hmia_Neoblast;Xboc_unk9_pval1,Hmia_Neoblast;Xboc_unk9_pval2,Hmia_Neural;Xboc_NEURON,Hmia_Neural;Xboc_NEURON_pval1,Hmia_Neural;Xboc_NEURON_pval2,Hmia_Neural;Xboc_PHARYNGEAL,Hmia_Neural;Xboc_PHARYNGEAL_pval1,Hmia_Neural;Xboc_PHARYNGEAL_pval2,Hmia_Secretory;Xboc_SECRETORY_EPITHELIIUM_1,Hmia_Secretory;Xboc_SECRETORY_EPITHELIIUM_1_pval1,Hmia_Secretory;Xboc_SECRETORY_EPITHELIIUM_1_pval2,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_2,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_2_pval1,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_2_pval2,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_3,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_3_pval1,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_3_pval2,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_4,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_4_pval1,Hmia_Unknown;Xboc_SECRETORY_EPITHELIIUM_4_pval2
Hmia_98109575-catl1-6;Xboc_model_765,0.0,0.004227568209025072,Hmia_98007547-rab15;Xboc_model_1355,1.1606882582678007e-34,0.0,Hmia_98015761-vato;Xboc_model_1187,3.034490451404084e-127,1.72795957155589e-05,Hmia_98133244-cp2j2-16;Xboc_model_10373,0.007656118377281075,9.358886614609652e-07,Hmia_98145950-vatl-3;Xboc_model_1187,0.0004606499601577776,1.72795957155589e-05,Hmia_98106278-rl35a;Xboc_model_6046,2.0386870916118306e-93,3.37855864521353e-12,Hmia_98051112-gstm1;Xboc_model_5858,4.208953228929866e-06,2.892597877629018e-20,Hmia_98003826-co026;Xboc_model_4231,3.8937970561304296e-54,0.005382451911595866,Hmia_98043448-rs14;Xboc_model_13269,0.0068792226668422055,1.4689378779229747e-22,Hmia_98045323-titin-8;Xboc_model_3478,2.382065744431362e-20,1.2756936955355156e-27,Hmia_98011669-trap1;Xboc_model_2338,5.2147524667422786e-08,5.980099876557126e-157,Hmia_98028273-calb1;Xboc_model_8063,7.581994312198432e-09,0.004514777589853552,Hmia_98053581-s22a3-6;Xboc_model_7049,5.4361557079819324e-14,2.4451937021409947e-05,,,,,,,,,,,,
Hmia_98048987-catl2-4;Xboc_model_9965,0.0,1.3637429210934938e-16,Hmia_98035052-rab7a-5;Xboc_model_13512,1.8087580757047856e-226,1.2065785327359145e-33,Hmia_98014516-rhoa;Xboc_model_12458,2.3204157880886748e-192,2.5934002757905127e-05,Hmia_98029100-aatm;Xboc_model_10023,0.00104439861624096,7.003868125823422e-07,Hmia_98023934-cbr1-4;Xboc_model_2527,9.075418927771387e-13,0.004987711656325949,Hmia_98010222-rl3;Xboc_model_8939,1.1884231163446421e-54,1.790098929806032e-27,Hmia_98049838-st1c4-6;Xboc_model_130,1.4277546673812777e-32,1.7281550279430218e-07,Hmia_98139044-tekt2;Xboc_model_3664,3.9154666362853515e-45,0.00045346221165841146,Hmia_98002620-ef1g;Xboc_model_7142,0.0005416531218371704,6.800015369894074e-74,Hmia_98119678-titin-15;Xboc_model_3478,4.2059696410203925e-20,1.2756936955355156e-27,Hmia_98041294-ddx4-2;Xboc_model_13318,6.074177511737786e-09,3.370968878600142e-47,Hmia_98056843-celr2-2;Xboc_model_9394,0.00010061702024459067,0.0026991661666970397,Hmia_98048590-tba1a-8;Xboc_model_10642,8.715455109186731e-24,1.569790806726383e-12,,,,,,,,,,,,
Hmia_98109574-catl1-5;Xboc_model_765,0.0,0.004227568209025072,Hmia_98009883-rab7a-2;Xboc_model_1355,4.1309118990555884e-33,0.0,Hmia_98107674-catl2-6;Xboc_model_1141,0.006925185192114519,5.281162222327915e-38,Hmia_98005569-5ht1d;Xboc_model_6070,0.00767097768251566,6.816652693570058e-07,Hmia_98026450-cbr1-5;Xboc_model_2527,8.157353721572858e-07,0.004987711656325949,Hmia_98110436-rs20-2;Xboc_model_72,2.3789114543943445e-56,7.208578832812358e-33,Hmia_98051112-gstm1;Xboc_model_4664,4.208953228929866e-06,1.754287794688892e-21,Hmia_98026945-ccd19;Xboc_model_12991,5.234538751607189e-128,0.004403731371752288,Hmia_98110436-rs20-2;Xboc_model_72,1.6050414114618785e-09,7.208578832812358e-33,Hmia_98055491-titin-12;Xboc_model_3471,1.652457486294517e-120,2.0297186317762427e-07,Hmia_98016185-rs26;Xboc_model_10576,1.5248841258446282e-38,1.4891897443282298e-37,Hmia_98030588-nek7;Xboc_model_7196,5.169185618680401e-35,0.0064501591747413035,Hmia_98005798-rab21;Xboc_model_13642,1.3429693193018786e-11,2.5373118415202457e-15,,,,,,,,,,,,
Hmia_98109575-catl1-6;Xboc_model_9965,0.0,1.3637429210934938e-16,Hmia_98011413-catl2;Xboc_model_1141,4.518668327706935e-143,5.281162222327915e-38,Hmia_98027308-phb1;Xboc_model_2532,1.0528398804890463e-07,3.739595862725235e-40,Hmia_98009757-dhrs1-2;Xboc_model_14128,7.933057058723236e-12,0.0015870180599781465,Hmia_98048556-hsdl2;Xboc_model_2527,5.410673987976193e-10,0.004987711656325949,Hmia_98012673-rl37a;Xboc_model_7063,1.1825547536371715e-82,6.073810414063916e-06,Hmia_98051248-gstm4;Xboc_model_5858,0.0030413126751753124,2.892597877629018e-20,Hmia_98042177-cah9;Xboc_model_972,3.7374160530754324e-26,5.056054945312785e-07,Hmia_98052649-rl36a;Xboc_model_9169,4.549862442971983e-27,1.2283046346828312e-12,Hmia_98012775-mylk4;Xboc_model_1171,3.12036248854613e-203,7.862991685456068e-05,Hmia_98025828-rs13;Xboc_model_10315,1.2359224026389152e-32,3.562019158878157e-21,Hmia_98115104-tbb2a-2;Xboc_model_13686,7.755712572381248e-34,4.0785853822522106e-13,Hmia_98021765-rab35;Xboc_model_13642,8.242110609253897e-06,2.5373118415202457e-15,,,,,,,,,,,,
Hmia_98109574-catl1-5;Xboc_model_9965,0.0,1.3637429210934938e-16,Hmia_98046645-rb11b;Xboc_model_1355,7.006985829843248e-24,0.0,Hmia_98046374-slk;Xboc_model_11239,9.61721988506707e-48,3.4144579793424866e-15,Hmia_98017366-rab5c;Xboc_model_13642,0.0017414467524075777,0.007260861795169282,Hmia_98057052-ub2g1;Xboc_model_12070,0.0010203012282380512,0.00021701252451106635,Hmia_98004808-rl23;Xboc_model_10851,2.2663116952304195e-44,6.771730600766793e-13,Hmia_98051442-cp2j2-9;Xboc_model_10373,2.0573956612395618e-05,9.358886614609652e-07,Hmia_98010004-dyh17;Xboc_model_3942,6.594551551058018e-59,0.0005289963047061817,Hmia_98106278-rl35a;Xboc_model_6046,6.723016743977763e-19,3.37855864521353e-12,Hmia_98034389-call3-2;Xboc_model_8500,6.046188993778124e-35,6.228891484178966e-36,Hmia_98038950-ppif;Xboc_model_4701,8.96205203457692e-19,1.4170659007021752e-45,Hmia_98059318-fas;Xboc_model_5049,0.000625043187779276,1.7967131497022398e-10,Hmia_98040997-tba1a-7;Xboc_model_10642,5.186601682689926e-11,1.569790806726383e-12,,,,,,,,,,,,
Hmia_98025789-catl1;Xboc_model_765,0.0,0.004227568209025072,Hmia_98033721-rab7l-2;Xboc_model_1355,3.534881733871555e-26,0.0,Hmia_98043104-vatl-2;Xboc_model_1187,1.1681381083879729e-82,1.72795957155589e-05,Hmia_98019657-st1c2-4;Xboc_model_130,1.0924701941205921e-10,1.7281550279430218e-07,Hmia_98025605-ptn9;Xboc_model_4860,0.000789744341456548,1.0857204462927523e-05,Hmia_98005252-ddx5;Xboc_model_13318,2.692357278917843e-07,3.370968878600142e-47,Hmia_98051248-gstm4;Xboc_model_4664,0.0030413126751753124,1.754287794688892e-21,Hmia_98009791-efhc2;Xboc_model_2232,2.03392538239854e-26,0.00025714196573681133,Hmia_98049995-if4a1-2;Xboc_model_13318,0.0014036706838459734,3.370968878600142e-47,Hmia_98055491-titin-12;Xboc_model_8560,1.652457486294517e-120,6.153827615978531e-07,Hmia_98110436-rs20-2;Xboc_model_72,3.0290085725117366e-90,7.208578832812358e-33,Hmia_98048590-tba1a-8;Xboc_model_13686,8.715455109186731e-24,4.0785853822522106e-13,Hmia_98026111-calm-22;Xboc_model_8234,6.963913594489419e-07,9.825132077760315e-07,,,,,,,,,,,,
Hmia_98025789-catl1;Xboc_model_9965,0.0,1.3637429210934938e-16,Hmia_98019568-rab7a-3;Xboc_model_1569,0.0,2.282364857068167e-18,Hmia_98049071-mlp3c;Xboc_model_12214,2.4147916420596887e-29,7.556278739224553e-21,Hmia_98058043-hsp7c-2;Xboc_model_6180,3.024611549702872e-06,7.763685960707376e-19,Hmia_98039832-cbr1-6;Xboc_model_2527,0.003713123270212482,0.004987711656325949,Hmia_98041294-ddx4-2;Xboc_model_13318,0.001063592576281124,3.370968878600142e-47,Hmia_98044717-ppt1-2;Xboc_model_9487,0.005335049208049374,0.0015176420248306517,Hmia_98018921-dyh3;Xboc_model_3942,1.2921961879775657e-43,0.0005289963047061817,Hmia_98042834-sahh3;Xboc_model_6757,0.0007141724106150624,1.9327742659077708e-88,Hmia_98058925-ryr2-2;Xboc_model_837,7.470630724127536e-190,0.00027245264432762377,Hmia_98026971-rl5;Xboc_model_5473,4.630717210380542e-17,1.8983028538548782e-39,Hmia_98034676-pabp1-2;Xboc_model_7510,3.8670542330145066e-40,3.4046243244146294e-05,Hmia_98115104-tbb2a-2;Xboc_model_10642,7.755712572381248e-34,1.569790806726383e-12,,,,,,,,,,,,
Hmia_98049508-frih;Xboc_model_13555,7.7208630522901875e-236,3.132500748562289e-253,Hmia_98011962-sgk3;Xboc_model_4774,1.9077950671936813e-263,3.8405060119420285e-53,Hmia_98056652-ks6b1;Xboc_model_4774,2.6603423959451416e-13,3.8405060119420285e-53,Hmia_98021765-rab35;Xboc_model_13642,0.005807071868488918,0.007260861795169282,Hmia_98052255-dhb12-4;Xboc_model_2527,0.005760866731168959,0.004987711656325949,Hmia_98026971-rl5;Xboc_model_5473,7.145706920849701e-06,1.8983028538548782e-39,Hmia_98018892-cp1a1;Xboc_model_10373,5.846668934919992e-07,9.358886614609652e-07,Hmia_98053049-calm-42;Xboc_model_10002,5.010160914331401e-243,0.006820133031279302,Hmia_98037979-tba1a-6;Xboc_model_13686,3.430076947053057e-28,1.777820242566599e-12,Hmia_98137112-vav3;Xboc_model_6438,1.283407645579886e-07,0.0,Hmia_98004808-rl23;Xboc_model_10851,1.384617236953075e-69,6.771730600766793e-13,Hmia_98022448-kgp1;Xboc_model_8936,1.485096459597654e-12,6.706719874794061e-06,Hmia_98146499-cetn2;Xboc_model_8234,5.1784853684187925e-06,9.825132077760315e-07,,,,,,,,,,,,
Hmia_98049630-sap-6;Xboc_g7257,2.559276236623122e-117,7.453410262424843e-38,Hmia_98010726-rab1a-2;Xboc_model_1355,1.3818502996310396e-18,0.0,Hmia_98014209-rab8b;Xboc_model_13512,8.16422225867559e-14,1.2065785327359145e-33,Hmia_98017366-rab5c;Xboc_model_8346,0.0017414467524075777,0.0005603106068072917,Hmia_98023092-stx12-2;Xboc_model_9364,0.001786103799936598,0.00693941931707539,Hmia_98009540-gblp;Xboc_model_8126,4.1179256339530345e-05,5.161592132152657e-46,Hmia_98058043-hsp7c-2;Xboc_model_6180,7.732879393600654e-10,7.763685960707376e-19,Hmia_98139044-tekt2;Xboc_model_10928,3.9154666362853515e-45,0.009876235382143118,Hmia_98053388-ch60;Xboc_model_12110,3.3683116182632656e-05,1.9023237110217166e-05,Hmia_98059099-ldb3;Xboc_model_11432,1.0935164529620408e-170,0.0001677535964798235,Hmia_98009540-gblp;Xboc_model_8126,1.8032365679783156e-18,5.161592132152657e-46,Hmia_98033379-sem5a;Xboc_model_13355,0.0003698806884467999,1.8854292472027648e-05,Hmia_98020219-calm-15;Xboc_model_8234,1.141539591465877e-06,9.825132077760315e-07,,,,,,,,,,,,
Hmia_98029096-catl1-2;Xboc_model_3134,3.6598681833542013e-93,2.8129470163870646e-84,Hmia_98029096-catl1-2;Xboc_model_1141,3.6598681833542013e-93,5.281162222327915e-38,Hmia_98041139-rab1a-5;Xboc_model_13512,0.007332169846902753,1.2065785327359145e-33,Hmia_98021765-rab35;Xboc_model_8346,0.005807071868488918,0.0005603106068072917,Hmia_98056652-ks6b1;Xboc_model_11408,4.5595235161627895e-07,0.003719125105582403,Hmia_98037889-rl36;Xboc_model_10154,1.312628257545697e-10,6.3504141646188024e-27,Hmia_98043706-grp75;Xboc_model_6180,0.00012770793192630052,7.763685960707376e-19,Hmia_98034293-myl1-2;Xboc_g5180,2.4641159946004465e-06,1.5483475151198248e-153,Hmia_98024986-ran-2;Xboc_model_8346,1.452856496958979e-09,0.00886988120017439,Hmia_98002500-calm-3;Xboc_model_3275,2.018100026422016e-10,2.0922962519175227e-124,Hmia_98106278-rl35a;Xboc_model_6046,2.383152127542465e-141,3.37855864521353e-12,Hmia_98030167-tba1a-4;Xboc_model_10642,1.4576020624018188e-06,9.364716822518466e-24,Hmia_98018087-gbrr3;Xboc_model_4119,6.978820958638177e-12,0.00611869496430919,,,,,,,,,,,,
Hmia_98015721-cath;Xboc_model_765,0.0,0.004227568209025072,Hmia_98008143-rb22a-2;Xboc_model_1355,3.734945727092012e-17,0.0,Hmia_98159787-s38a7-8;Xboc_model_11800,6.300380914254292e-13,4.349283361759669e-06,Hmia_98050522-lrp1-5;Xboc_g4599,0.009410931341399663,0.0006676875570709392,Hmia_98026912-aurka;Xboc_model_11408,1.052861591317889e-05,0.003719125105582403,Hmia_98025828-rs13;Xboc_model_10315,1.670040135969446e-12,3.562019158878157e-21,Hmia_98019657-st1c2-4;Xboc_model_130,2.9761700175046625e-10,1.7281550279430218e-07,Hmia_98043739-mieap;Xboc_model_3537,3.512458329708896e-20,0.0010655768655351817,Hmia_98013116-tba1a;Xboc_model_13686,0.0026848957363003116,1.777820242566599e-12,Hmia_98054421-titin-11;Xboc_model_3471,8.902452390365218e-84,2.0297186317762427e-07,Hmia_98052649-rl36a;Xboc_model_9169,1.9761076938602434e-151,1.2283046346828312e-12,Hmia_98054554-grk5;Xboc_model_7196,1.6651859370279426e-31,0.0064501591747413035,Hmia_98007035-calm-6;Xboc_model_10002,0.0007628737033205116,0.0003293295072079502,,,,,,,,,,,,
Hmia_98015721-cath;Xboc_model_9965,0.0,1.3637429210934938e-16,Hmia_98051820-kcc2d-2;Xboc_model_4774,1.0425788813802876e-159,3.8405060119420285e-53,Hmia_98008216-arf3;Xboc_model_7694,2.8351910874650585e-08,1.9946072160507784e-213,,,,Hmia_98001556-ks6c1;Xboc_model_11408,0.00029530463626533505,0.003719125105582403,Hmia_98013116-tba1a;Xboc_model_13686,2.4111687662879945e-27,1.777820242566599e-12,Hmia_98050522-lrp1-5;Xboc_g4599,0.0001816368680228322,0.0006676875570709392,Hmia_98139044-tekt2;Xboc_model_3365,3.9154666362853515e-45,0.009861246054345239,Hmia_98049995-if4a1-2;Xboc_model_6897,0.0014036706838459734,3.2526195121831026e-32,Hmia_98055491-titin-12;Xboc_model_5689,1.652457486294517e-120,6.043363759954734e-06,Hmia_98010077-rla0;Xboc_model_92,2.4522199807093687e-60,1.5959871851133025e-38,Hmia_98028809-rbms1;Xboc_model_7510,4.5664739480073026e-14,3.4046243244146294e-05,Hmia_98118450-tba3c-2;Xboc_model_10642,1.3637318042927392e-06,1.569790806726383e-12,,,,,,,,,,,,
Hmia_98133224-catl2-7;Xboc_model_765,0.0,0.004227568209025072,Hmia_98034973-rab9a;Xboc_model_1355,1.0592937402991434e-15,0.0,Hmia_98020832-actb-3;Xboc_model_12571,4.841005450351146e-118,2.855892798476644e-05,,,,,,,Hmia_98026745-rl32;Xboc_model_9374,3.914672586257027e-118,0.00021714516280386335,,,,Hmia_98008272-cah6;Xboc_model_972,6.718835378259834e-13,5.056054945312785e-07,Hmia_98041851-rl22;Xboc_model_3449,2.2757815455072854e-10,0.003217666289437854,Hmia_98052096-titin-9;Xboc_model_10493,0.0,7.551719683373042e-06,Hmia_98053388-ch60;Xboc_model_12110,4.46677296810674e-30,1.9023237110217166e-05,Hmia_98055953-stxb5-2;Xboc_model_339,4.872681871594109e-19,0.0004986440248885667,Hmia_98019847-sdcb1;Xboc_model_2666,7.171302730951042e-05,0.0021586646866485456,,,,,,,,,,,,
Hmia_98133224-catl2-7;Xboc_model_9965,0.0,1.3637429210934938e-16,Hmia_98149533-rhoc-5;Xboc_model_1355,1.0670175772004439e-14,0.0,Hmia_98027561-arf1-6;Xboc_model_7694,0.00018048447395717135,1.9946072160507784e-213,,,,,,,Hmia_98033480-at5g2;Xboc_model_826,6.415735783337135e-60,1.4057766359072304e-24,,,,Hmia_98001782-dyh6-2;Xboc_model_3942,3.047682949840775e-36,0.0005289963047061817,Hmia_98058043-hsp7c-2;Xboc_model_6180,1.455703367612386e-35,2.5420754414989497e-14,Hmia_98037096-m3k12;Xboc_model_3472,9.59460988672223e-60,6.698887428809847e-24,Hmia_98019259-nle1;Xboc_model_8126,6.564544908168368e-09,5.161592132152657e-46,Hmia_98028809-rbms1;Xboc_model_6016,4.5664739480073026e-14,1.1821910793095519e-05,Hmia_98051382-djc10;Xboc_model_10785,7.1357490278425516e-09,1.3788785042815346e-20,,,,,,,,,,,,
Hmia_98050369-ppgb-6;Xboc_model_12023,0.0,1.6541454172523916e-05,Hmia_98035052-rab7a-5;Xboc_model_2535,1.8087580757047856e-226,1.7205634007029072e-19,Hmia_98008244-cbr1-2;Xboc_model_13060,0.0010173359124884087,5.186352194550093e-22,,,,,,,Hmia_98049995-if4a1-2;Xboc_model_13318,0.0001433326371745275,3.370968878600142e-47,,,,Hmia_98010823-ccd63;Xboc_model_12585,6.600872853283537e-47,0.0027433710357218258,Hmia_98043706-grp75;Xboc_model_6180,1.9820803056665283e-13,2.5420754414989497e-14,Hmia_98054421-titin-11;Xboc_model_8560,8.902452390365218e-84,6.153827615978531e-07,Hmia_98012673-rl37a;Xboc_model_7063,2.1069105062566922e-127,6.073810414063916e-06,Hmia_98003185-stom-3;Xboc_model_12551,1.481652174518359e-20,0.0028732955937372105,Hmia_98007035-calm-6;Xboc_g5180,0.0007628737033205116,1.856461883721657e-07,,,,,,,,,,,,
Hmia_98018390-tagl3-2;Xboc_model_6377,0.0,2.8714304411662327e-06,Hmia_98035052-rab7a-5;Xboc_model_1569,1.8087580757047856e-226,2.282364857068167e-18,Hmia_98045626-kgp1-3;Xboc_model_4774,1.3423575779972466e-08,3.8405060119420285e-53,,,,,,,Hmia_98049175-rl9-2;Xboc_model_10518,2.529854717821657e-14,8.0236225210519e-13,,,,Hmia_98031628-calm-27;Xboc_g5180,0.006378651479708397,1.5483475151198248e-153,Hmia_98033480-at5g2;Xboc_model_826,1.2763313202971367e-06,1.4057766359072304e-24,Hmia_98034293-myl1-2;Xboc_model_8500,5.735321644425599e-54,6.228891484178966e-36,Hmia_98034897-rl23a;Xboc_model_4733,8.062675093475819e-28,4.1150090770190846e-25,Hmia_98144255-tba1b-3;Xboc_model_10642,3.630757423126706e-05,9.364716822518466e-24,Hmia_98023332-rab43;Xboc_model_13642,5.54593447729254e-11,2.5373118415202457e-15,,,,,,,,,,,,
Hmia_98036593-ppgb-5;Xboc_model_12023,0.0,1.6541454172523916e-05,Hmia_98019307-rab1a-3;Xboc_model_13512,1.7917934749966208e-83,1.2065785327359145e-33,Hmia_98102794-lkha4;Xboc_model_1104,3.657327215906881e-14,9.542468548808742e-12,,,,,,,Hmia_98005252-ddx5;Xboc_model_6897,2.692357278917843e-07,3.2526195121831026e-32,,,,Hmia_98117270-dyl2-3;Xboc_model_3727,2.7882244225425193e-96,1.886164486395382e-15,Hmia_98014400-pabp1;Xboc_model_1540,0.0020781079332325048,1.809294013539271e-14,Hmia_98016243-calm-12;Xboc_model_3275,6.045992181042043e-45,2.0922962519175227e-124,Hmia_98049995-if4a1-2;Xboc_model_13318,8.628588307876545e-17,3.370968878600142e-47,Hmia_98038646-kcc1d-4;Xboc_model_7196,6.751109276595526e-26,0.0064501591747413035,Hmia_98153156-gbrap;Xboc_model_3566,3.0461129725161454e-07,1.220853763475003e-06,,,,,,,,,,,,
Hmia_98006695-catk;Xboc_model_3134,9.408679025111809e-45,2.8129470163870646e-84,Hmia_98006859-radi;Xboc_model_9949,1.5083239323213554e-46,5.792913630647039e-117,Hmia_98008489-phb2-2;Xboc_model_9793,5.755376460622664e-07,2.3124647158994357e-130,,,,,,,Hmia_98034897-rl23a;Xboc_model_4733,5.7142207523108215e-06,4.1150090770190846e-25,,,,Hmia_98043749-tsn16;Xboc_model_3829,2.441441934411612e-13,6.356734853940524e-21,Hmia_98023226-rab6a;Xboc_model_8346,0.0001569543808437558,0.00886988120017439,Hmia_98002500-calm-3;Xboc_model_10723,2.018100026422016e-10,9.56033745188019e-78,Hmia_98005252-ddx5;Xboc_model_6897,1.9095377036890024e-23,3.2526195121831026e-32,Hmia_98001088-ptn11;Xboc_model_6058,1.4544325400962826e-05,5.4311937591113555e-05,Hmia_98021405-rab8a;Xboc_model_13642,1.1731143755124037e-06,2.5373118415202457e-15,,,,,,,,,,,,
Hmia_98044271-st2a1-3;Xboc_model_130,0.0,1.7281550279430218e-07,Hmia_98014516-rhoa;Xboc_model_13512,9.433090454228773e-290,1.2065785327359145e-33,Hmia_98031811-gdia;Xboc_model_148,1.8535192439612523e-58,8.015335892142697e-07,,,,,,,Hmia_98043706-grp75;Xboc_model_6180,2.706844092811338e-77,2.5420754414989497e-14,,,,Hmia_98040886-rop1l;Xboc_model_13163,6.547218739484776e-34,0.0013855288709418731,Hmia_98024696-ch10;Xboc_model_12091,2.1326166282031074e-19,0.004354491394155791,Hmia_98059250-smrp1;Xboc_model_11432,2.3869571905640377e-107,0.0001677535964798235,Hmia_98024696-ch10;Xboc_model_12091,1.8934347659885696e-61,0.004354491394155791,Hmia_98042451-segn;Xboc_model_8063,9.42518943302829e-05,0.004514777589853552,Hmia_98053780-glra2-9;Xboc_model_4119,0.005060350404046775,0.00611869496430919,,,,,,,,,,,,
Hmia_98149481-catl1-8;Xboc_model_10796,6.029543106676286e-06,5.728269233798078e-253,Hmia_98044065-gbrl2;Xboc_model_12214,5.423284275745488e-250,7.556278739224553e-21,Hmia_98035775-rab1a-4;Xboc_model_13512,2.334174714818361e-11,1.2065785327359145e-33,,,,,,,Hmia_98041294-ddx4-2;Xboc_model_6897,0.001063592576281124,3.2526195121831026e-32,,,,Hmia_98024069-dyh2;Xboc_model_3942,8.507189797946323e-30,0.0005289963047061817,Hmia_98144270-rs28;Xboc_model_6373,2.5527816445187625e-05,0.008183587044739288,Hmia_98037934-mknk2;Xboc_model_3472,4.943575754908828e-199,6.698887428809847e-24,Hmia_98046168-ppih;Xboc_model_4701,4.067546213156988e-05,1.4170659007021752e-45,Hmia_98118450-tba3c-2;Xboc_model_1908,1.3637318042927392e-06,9.646485544041311e-20,Hmia_98148725-calm-51;Xboc_model_8234,6.408177120341807e-05,9.825132077760315e-07,,,,,,,,,,,,
Hmia_98035610-catl2-3;Xboc_model_765,4.485949655082063e-204,0.004227568209025072,Hmia_98019664-gstm3-2;Xboc_model_4664,0.0,0.00014209721254334639,Hmia_98034432-rac3-2;Xboc_model_13512,0.00014962100158153914,1.2065785327359145e-33,,,,,,,Hmia_98029106-ef1b;Xboc_model_12651,8.77289917274806e-106,0.006915001136628772,,,,Hmia_98020699-dyh10;Xboc_model_3942,4.4494647238317804e-20,0.0005289963047061817,Hmia_98029106-ef1b;Xboc_model_12651,2.019966705418188e-38,0.006915001136628772,Hmia_98155445-unknown-5522;Xboc_model_5228,1.0431682764540809e-111,0.0011200038064107872,Hmia_98033480-at5g2;Xboc_model_826,2.498857956136374e-66,1.4057766359072304e-24,Hmia_98003413-mk67i;Xboc_model_7510,1.8583575303541558e-13,3.4046243244146294e-05,Hmia_98053347-ano4;Xboc_model_9195,5.6127449023211e-09,0.0019421765189969245,,,,,,,,,,,,
Hmia_98035610-catl2-3;Xboc_model_9965,4.485949655082063e-204,1.3637429210934938e-16,Hmia_98000829-dhrs1;Xboc_model_13060,1.6558610950361436e-171,5.186352194550093e-22,Hmia_98034764-thiom;Xboc_model_10785,9.686845208948923e-44,3.2014922460514875e-21,,,,,,,Hmia_98034342-at5g2-2;Xboc_model_826,1.43313858177536e-12,1.4057766359072304e-24,,,,Hmia_98033099-ky-2;Xboc_model_12095,6.378010088273941e-05,4.63871200188516e-16,Hmia_98019220-ndkb-2;Xboc_model_10493,0.005955897774595828,2.7234128726566902e-05,Hmia_98058925-ryr2-2;Xboc_model_2290,7.470630724127536e-190,0.004527506351273297,Hmia_98041294-ddx4-2;Xboc_model_6897,6.074177511737786e-09,3.2526195121831026e-32,Hmia_98014400-pabp1;Xboc_model_7510,1.7446631689179174e-15,3.4046243244146294e-05,Hmia_98007690-glra2;Xboc_model_4119,0.0008663213306280484,0.00611869496430919,,,,,,,,,,,,
Hmia_98006634-catb;Xboc_model_765,1.1343481959965509e-238,0.004227568209025072,Hmia_98011303-cof2;Xboc_model_10967,1.9405102616638317e-90,2.6634392495524944e-143,Hmia_98014209-rab8b;Xboc_model_1569,8.16422225867559e-14,2.282364857068167e-18,,,,,,,Hmia_98014400-pabp1;Xboc_model_1540,1.8150172920576652e-26,1.809294013539271e-14,,,,Hmia_98048806-calm-37;Xboc_model_10002,1.3394380703302307e-44,0.006820133031279302,Hmia_98047033-adt2;Xboc_model_510,0.004088949711454543,3.39690839634945e-31,Hmia_98054421-titin-11;Xboc_model_5689,8.902452390365218e-84,6.043363759954734e-06,Hmia_98026745-rl32;Xboc_model_9374,3.396277972657648e-153,0.00021714516280386335,Hmia_98040997-tba1a-7;Xboc_model_13686,5.186601682689926e-11,4.0785853822522106e-13,Hmia_98055996-glra3-4;Xboc_model_4119,1.6281654033062054e-07,0.00611869496430919,,,,,,,,,,,,
